# x_m, y_m, w_tr_right_m, w_tr_left_m,Timestamp
46.29310763767817,-47.8541964049374,1.1,1.1,10.06
46.13122638252676,-47.47120001645675,1.1,1.1,10.08
45.97887438940652,-47.08519489406881,1.1,1.1,10.1
45.82958217492055,-46.69884532352322,1.1,1.1,10.120000000000001
45.67686846973499,-46.31481675256338,1.1,1.1,10.14
45.51425183851687,-45.93577446293358,1.1,1.1,10.16
45.33525109493186,-45.56438373637813,1.1,1.1,10.18
45.13338480364702,-45.20330993764091,1.1,1.1,10.200000000000001
44.90368187225104,-44.85535156275367,1.1,1.1,10.22
44.64772020530424,-44.52388478465841,1.1,1.1,10.24
44.36885215487601,-44.21244214746073,1.1,1.1,10.26
44.07045488990298,-43.92442422597208,1.1,1.1,10.28
43.7569949484952,-43.65744129697431,1.1,1.1,10.3
43.43442895979258,-43.4011811636239,1.1,1.1,10.32
43.1088071764344,-43.14478922697846,1.1,1.1,10.34
42.7824486890166,-42.88521658134557,1.1,1.1,10.36
42.4489604567334,-42.63764110654384,1.1,1.1,10.38
42.10070784841994,-42.41983782150063,1.1,1.1,10.4
41.73058170310068,-42.24847594205791,1.1,1.1,10.42
41.33965138705596,-42.12300559615675,1.1,1.1,10.44
40.93544993999406,-42.02926838752566,1.1,1.1,10.46
40.52561025008924,-41.952870284153526,1.1,1.1,10.48
40.11467048406836,-41.88489132375021,1.1,1.1,10.5
39.70307717954303,-41.82364960331165,1.1,1.1,10.52
39.290995920627616,-41.76795988917728,1.1,1.1,10.540000000000001
38.87859237443602,-41.7166371136856,1.1,1.1,10.56
38.46603229108168,-41.66849604317606,1.1,1.1,10.58
38.053481254678914,-41.622351526987615,1.1,1.1,10.6
37.64106666954636,-41.57721686639778,1.1,1.1,10.620000000000001
37.22876263982248,-41.53290000043387,1.1,1.1,10.64
36.81650500685041,-41.48940723706208,1.1,1.1,10.66
36.4042295289738,-41.44674496724826,1.1,1.1,10.68
35.991872047535814,-41.40491949895868,1.1,1.1,10.700000000000001
35.57936832088003,-41.36393722315915,1.1,1.1,10.72
35.16665435634875,-41.32380453081547,1.1,1.1,10.74
34.753665746286444,-41.284527812893465,1.1,1.1,10.76
34.34033841503586,-41.24611337735941,1.1,1.1,10.78
33.926608203940134,-41.20856761517912,1.1,1.1,10.8
33.51241087134289,-41.17189700031795,1.1,1.1,10.82
33.09768225858727,-41.13610775774261,1.1,1.1,10.84
32.682358124016915,-41.10120627841893,1.1,1.1,10.86
32.26639373087107,-41.06713803163857,1.1,1.1,10.88
31.850437222683063,-41.03166095039359,1.1,1.1,10.9
31.43600458634437,-40.9897943143242,1.1,1.1,10.92
31.02466683745217,-40.93638401699798,1.1,1.1,10.94
30.61799474260495,-40.86627628398077,1.1,1.1,10.96
30.217559317399868,-40.77431700884011,1.1,1.1,10.98
